review_id,review_title,review_text,review_star,company,Product,ASIN
42,Maybe I was expecting too much?,"To start, I will say this 2-in-1 does come with Intel Core I7 8th gen tech.I'm a casual computer user, mainly using it for web surfing, business, radio programming (I'm a radio nerd), and other general-use activities.  I am not a gamer.  I used a Dell Inspirion for many years that had an i3 core and Windows 7 which was rock-solid and never gave me issues.  I noticed it was beginning to slow down and get over-tasked with all the updates and the push for upgrading everything to Windows 10, which I had been fighting for years.  I figured it was time to give in.  I also have an 4th Gen iPad that is also showing its age and was considering buying a 6th gen.  I just didn't use it that often so I was torn on where the money would be best spent.  My wife, being as wise and reasonable as she is, convinced me I would be better served with a new laptop but to get a 2-in-1 like the Yoga she uses for work.  I mulled it over a bit and eventually agreed that, in typical fashion, she was correct.  After exhaustive research, the specs on this one looked good - i7 processor for good speed, adequate RAM, a 2TD HD and a tablet.  The price was right as well so I pulled the trigger.I think I was expecting a race car but with the bloatware and background apps running, it really wasn't any faster than my old Dell.  Sure, on my Wi-Fi setup it had a smoking speed - 200+ MBs download on my 5GHZ network and 100+ on the regular, speeds my old laptop could not achieve - but it took too long to start up, was 'laggy' and there were times it would just completely stop responding while 'something' was running in the background.  Very annoying.  It works pretty well in tablet mode but, again, even starting a simple game like the pre-installed Candy Crush made the computer need to stop and think a bit before it would finally proceed.  What the heck?  On a side note here, I breifly thought about it before purchase but having a 17"" tablet has pros and cons.  Pro - I don't need to use my readers as everything is large and crystal clear.  Cons?  Well, it's huge and a bit cumbersome plus it weighs over 6 lbs so take that into consideration.  As I type, I'm at my desk with a 24"" LED screen plugged into the the HDMI port and a bluetooth speaker hooked up for sound.Anyway, I'm on my third day of ownership and as I pull more bloatware (I'm looking at you McAfee) and nanny programs out, it runs better and better.  Limiting the unnecessary start-up's is also speeding things up nicely.  With some work, this 2-in-1 will become quite a nice laptop but you will need to do a little clean-up.  I would recommed it but if your not the type who 'modifies' things, expect some annoyances.  I was originally going to give it 3 stars just from the aggravation but as I use it more, I'm going to bump to 4.",4,Dell,Inspiron 7773,B07797N3KL
43,Excellent upgrade,Excellent computer. Worth the upgrade my air. Keyboard is much quieter too.,5,Apple,MacBook Pro,B0882KD98F
44,This is the best laptop ,This is my first laptop ever and Im in love with it I highly recommend this laptop ,5,Apple,MacBook Pro,B0882KD98F
45,PC to a Mac- BEST DECSION EVER,"I made the switch from a PC to a Mac and I am so glad I decided to make the switch! I am obsessed with my new 13inch 2020 MacBook Pro. I compared prices with the Apple website and Amazon, and Amazon was $100 cheeper so I went this route. I was also really worried getting something shipped that was so expensive because I was afraid it would get damaged. There was nothing to be worried about because it was packaged great! If you are hesitant to make the purchase on Amazon don't be.",5,Apple,MacBook Pro,B0882KD98F
46,Love it,"I love my new laptop.  I use it for work a lot, as well as for personal reasons.  Its lightweight, easy to carry and its fast enough.  Good deal for the money.",5,Lenovo,IdeaPad 320-15ISK,B07G6ZT1KS
47,Inspiron 15 laptop,"I previously owed an Inspiron 15 and had it for five years when children advised updating to a new one.  Not wild about a touchscreen or ""Edge"" taking over the screen but it is an excellent laptop.  Would recommend for any use!",5,Dell,Inspiron 3567,B07K9Y9NZV
48,Great quality,Love my new laptop,5,Dell,Inspiron 3567,B07K9Y9NZV
49,Fantastic compromise between tablet and laptop,"I recently bought a Lenovo X1 which came with a smart pen. I didn't buy the laptop for that feature. In fact I didn't discover the pen until the unit arrived at my house. But I tried it, and I now love handwritten notes.I was headed out into the field for work in an unstable foreign country and didn't want to risk losing my new X1. So I looked at cheap tablets that included styluses. I tried two but was disappointed with both of them. Then I saw this ""Book"". For the purpose of taking handwritten notes, this Book serves just as well as my X1, only it is super thin, lightweight, and if I lose it, I am out $340 instead of $2k. Highly recommended.There are two major drawbacks that you should know about, however. The first is that it has only one USB port, and this port is used for both charging of the unit, and for USB (requires on-the-go dongle, not included). Result: no charging while using the USB port. I haven't tried any of the charging OTG adapters because this laptop features rapid charging (12Vdc through USB port rather than 5Vdc) and I am afraid that these cheap adapters will end up putting 12 volts onto my 5V USB devices.The second drawback has to do with the Real Pen. It has no shortcut button. On my X1 laptop, the pen has a button on the side of the barrel that when pressed switches your pen from ink to eraser. With the Book's Real Pen, if you make a mistake while writing, you have to move up to the tool bar, select the eraser, erase your error, then return to the toolbar to pick up a pen. PITA, compared to not having to move your arm on the X1. As far as I know, there are no alternate pens to buy for this unit even though I understand that the writing tablet is made by Wacom.Overall I love it and take it wherever I go. I only wish I had found the Book before I found the X1! I might have saved a bundle of cash.",5,Lenovo,Yoga Book,B071ZNH7QW
50,Wifi connects but is almost non-existing (slow as hell) (REVISION),Connects to wifi but is super slow or doesn't budge at all... very disappointing ...Extremely frustrating experience... POS windows update is stuck on checking for updates left it on over night and is till checking for updates. Ran update troubleshooter and that was running all night and still did nothing. This is by far the worst experience with a new laptop... Holy cow,1,Acer,Aspire A515-51G,B075KCB6TH
51,"Good hardware, annoying software","I bought this because I was starting a business. It booted up right away and I didn't have any problems going through the Microsoft Windows setup process with Cortana. A little annoying that Cortana wants to yap at you and I'd rather just go through the process quietly. Once started, I found it to be fast.My biggest concerns for this were the 256 GB SSD and the only 8 GB of RAM. So far I've seen no problem with the RAM. And the SSD operates with good speed as the system boots up from a dead shutdown in probably 20s or less. It wakes from a state of shutdown to the Windows security screen in about 10 seconds,which is faster than a Dell laptop I use for my day job.Overall I'm pretty happy with this. One issue: it had Office installed on it, and I was pleased with that, but then it expired avfter 30 days and I realized I still had to buy it. I couldn't get around the necessity to create an account with Microsoft, which is very annoying. I don't want an account with Microsoft and I have no desire to be owned by them any more than I have to. It was irritating to have to buy a downloadable $130 license to Microsoft Office after I already spent nearly $600 on this. I wish they were more transparent about it.Lastly, HP has a pesky background ""assistant"" that they install on all their computers. I also have an older home ""all in one"" PC that is an HP product and the assistant software really bogs it down. I uninstalled all of the unnecessary HP nanny-ware and the computer seems no worse for the wear as a result.",4,HP,255 G6,B07BQVMWG5
